id,question_text,option1,option2,option3,option4,question_type,correct_option
343,A 28-year-old man presents with 2-month history of frequent attacks of bloody stools. Proctoscopy and colonoscopy show colon and rectum carpeted with polyps. Multiple biopsies taken. Which is the most likely diagnosis?,Ulcerative colitis,Diverticulosis coli,Familial adenomatous polyposis,Human Papilloma virus process,surgery,Familial adenomatous polyposis
344,"A 72-year-old diabetic presents to ED with 2-day history of lower abdominal pain, nausea, vomiting, and bloody diarrhea. Tenderness in LLQ. WBC = 17.4 x10⁹/L. X-ray shows thickened descending and sigmoid colon with thumbprinting appearance. Most likely diagnosis?",Crohn's disease,Ischemic colitis,Ulcerative colitis,Acute diverticulitis,surgery,Ischemic colitis
345,"A 65-year-old man complains of 2-month dysuria, cloudy urine with bubbling on micturition, and 2-year history of recurrent LIF pain. Sigmoidoscopy shows narrowed sigmoid with intact mucosa. Cystoscopy reveals erythematous area in bladder dome. Which is the most likely diagnosis?",Ischemic colitis,Diverticular disease,Squamous cell carcinoma of the bladder,Transitional cell carcinoma of the bladder,surgery,Ischemic colitis
346,"A 28-year-old man with ulcerative colitis presents with 4-day history of abdominal pain, frequent bloody diarrhea, vomiting, dehydration, and distended abdomen. X-ray: transverse colon dilated to 15 cm with loss of haustrations. Which is the most appropriate management?",High dose systemic steroid,High dose systemic infliximab,Proctocolectomy with ileal pouch,Total colectomy with end ileostomy,surgery,Total colectomy with end ileostomy
347,A 66-year-old healthy man complains of rectal bleeding for 3 months. Anorectal exam confirms 3rd-degree hemorrhoids. Which is the most appropriate next step in management?,Colonoscopy,Hemorrhoidectomy,Abdominal CT scan,Submucosal injection of sclerosant,surgery,Colonoscopy
348,"A 52-year-old man presented to the Emergency Department with a 5-day history of right upper quadrant abdominal pain, fever, and yellowish discoloration of sclera. He was jaundiced with mild RUQ tenderness. Labs: Alk Phos = 389 IU/L, ALT = 85 IU/L, AST = 78 IU/L, Direct bilirubin = 55 µmol/L, Total bilirubin = 66 µmol/L. Which is the most appropriate next investigation?",Abdominal computed tomography,Trans-abdominal ultrasonography,Magnetic resonance cholangiopancreatography,Endoscopic retrograde cholangiopancreatography,surgery,Trans-abdominal ultrasonography
349,"A 38-year-old woman presents with epigastric pain for 6 days radiating to the back with frequent vomiting. She has multiple small gallstones. Exam shows diffuse abdominal distension and epigastric tenderness. Labs: Alk Phos = 115 IU/L, Amylase = 149 IU/L, Bilirubin normal. Chest X-ray shows left pleural effusion. Which is the most appropriate initial investigation?",Trans-abdominal ultrasound,Urine analysis for amylase level,Abdominal computed tomography,Analysis of gastrointestinal aspirated fluids,surgery,Urine analysis for amylase level
350,"A 38-year-old woman presents with epigastric pain and postprandial vomiting. Previously treated for acute pancreatitis 4 weeks ago. Exam reveals epigastric tenderness and fullness. Labs: WBC = 15.9 x10⁹/L, Amylase = 413 IU/L. Ultrasound shows a 15x17 cm thick-walled fluid collection in the lesser sac. Which is the most likely diagnosis?",Abscess,Phlegmon,Pseudocyst,Walled-off necrosis,surgery,Abscess
351,"A 42-year-old man presents with 12-hour history of severe epigastric pain. Labs: WBC = 14.5 x10⁹/L, Amylase = 254 IU/L. Chest X-ray is normal. Which is the most appropriate next step in management?",Abdominal CT scan,Abdominal ultrasound,Exploratory laparotomy,Urine analysis for amylase,surgery,Abdominal CT scan
352,"A 67-year-old man presents with 2-month history of jaundice, dark urine, pale stools, and a palpable, distended gallbladder. Labs: Alk Phos = 421 IU/L, Direct bilirubin = 122.3 µmol/L, Total bilirubin = 134.5 µmol/L. Ultrasound shows dilated intra- and extrahepatic bile ducts with a hugely distended gallbladder. Which is the most likely diagnosis?",Klatskin tumor,Pancreatic cancer,Mirizzi's syndrome,Common bile duct stone,surgery,Pancreatic cancer
353,A 25-year-old patient presented to the Emergency Department with a 6-hour history of severe periumbilical colicky abdominal pain associated with frequent vomiting and abdominal distension. Physical examination confirmed diffuse abdominal distension with exaggerated bowel sounds. Which is the most appropriate initial step in management?,Ultrasound abdomen,Diagnostic laparoscopy,Examination of the groin,Abdominal computed tomography,surgery,Examination of the groin
354,"A 28-year-old woman, 4 days post-exploratory laparotomy for perforated acute appendicitis, complains of generalized abdominal discomfort and vomiting. Exam: distended abdomen, mild generalized tenderness, sluggish bowel sounds. X-ray shows multiple air-fluid levels. Most likely diagnosis?",Paralytic ileus,Volvulus of small bowel,Intra-abdominal collection,Adhesive small bowel obstruction,surgery,Paralytic ileus
355,"A 28-year-old man presents with a 2-year history of reducible right inguinal hernia that became painful 16 hours ago. He has progressive abdominal distension and vomiting. Exam shows distended abdomen, exaggerated bowel sounds, tender right inguinal swelling with red overlying skin. X-ray: multiple air-fluid levels. Which is the most likely hernia complication?",Irreducible,Obstructed,Incarcerated,Strangulated,surgery,Strangulated
356,"A 42-year-old woman presents with a 4-month history of anterior neck swelling. Exam confirms a solitary nodule in the right thyroid lobe. Labs: TSH = 0.05 U/mL, Free T4 = 37 pmol/L. Ultrasound: Right lobe solid nodule measuring 2x3 cm. Which is the most appropriate next step in management?",Thyroid CT scan,Right hemithyroidectomy,Thyroid isotope scintigraphy,Fine needle aspiration cytology,surgery,Thyroid isotope scintigraphy
357,A 33-year-old woman presents with a lump in her neck. Physical exam reveals enlarged right cervical lymph nodes with normal thyroid. Percutaneous biopsy performed. Histopathology shows normal follicular thyroid cells. Which is the most likely diagnosis?,Ectopic thyroid,Thyroid lymphoma,Papillary thyroid cancer,Follicular thyroid cancer,surgery,Papillary thyroid cancer
358,"A 52-year-old woman presents with a 3-month history of progressive anterior neck swelling and stridor. She has a 12-year history of Hashimoto''s thyroiditis. Exam: large, diffuse, non-tender thyroid with retrosternal extension. Ultrasound shows bilateral carotid sheath involvement. Histopathology confirms malignant tumor. Which is the most likely diagnosis?",Follicular,Medullary,Anaplastic,Lymphoma,surgery,Lymphoma
359,"A 75-year-old man presents with 12-hour history of sudden lower abdominal pain, distension, vomiting, and absolute constipation. Abdomen grossly distended, empty rectum. X-ray shows massively distended bowel loop pointing to RUQ. Which is the most likely diagnosis?",Sigmoid volvulus,Rectosigmoid cancer,Closed-loop obstruction,Acute sigmoid diverticulitis,surgery,Sigmoid volvulus
360,A 58-year-old man presents with 4-month history of fatigue and shortness of breath. Physical exam reveals a non-tender mass in the right iliac fossa. Lab results show Hb = 66 g/L. Which is the most important step in management?,Colonoscopy,Abdominal ultrasound,Percutaneous biopsy of the mass,Abdominal computed tomography,surgery,Colonoscopy
361,"A 45-year-old woman presents to ED with severe mid-abdominal pain for 16 hours, nausea, vomiting. Known cholelithiasis. Labs: WBC = 13 x10⁹/L, Amylase = 650 IU/L. Most likely diagnosis?",Hepatitis,Acute pancreatitis,Acute cholecystitis,Perforated peptic ulcer disease,surgery,Acute pancreatitis
362,"A 58-year-old man presents with 3-month history of vague epigastric pain, weight loss, and loss of appetite. Physical examination normal. Which is the most appropriate investigation?",Plain abdominal CT,Gastroduodenoscopy,Abdominal ultrasound,Gastrografin swallow,surgery,Gastroduodenoscopy
363,"A 33-year-old man presents to ED with 24-hour history of epigastric pain. Tenderness on palpation. BP = 100/60 mmHg, HR = 110/min, Temp = 37.7°C, WBC = 14 x10⁹/L, Amylase = 223 IU/L. Chest X-ray shows free air under diaphragm. Most appropriate next step?",Gastrografin swallow,Gastroduodenoscopy,Exploratory laparotomy,Conservative treatment,surgery,Exploratory laparotomy
364,"A 27-year-old obese woman presents to ED with 6-day history of right iliac fossa pain, nausea, vomiting. WBC = 13 x10⁹/L. Most appropriate next step?",Open surgery,Abdominal CT scan,Abdominal ultrasound,Diagnostic laparoscopy,surgery,Abdominal CT scan
365,"A 34-year-old man, 3 years post open inguinal hernia repair, presents with 3-month history of right groin swelling with dragging pain. Swelling reducible, positive cough impulse reaching scrotum. Next step?",Open repair,CT abdomen,Scrotal support,Laparoscopic mesh repair,surgery,Laparoscopic mesh repair
366,Same as above,Open repair,CT abdomen,Scrotal support,Laparoscopic mesh repair,surgery,Laparoscopic mesh repair
367,A 48-year-old woman presents with 12-hour history of painful right groin swelling. Exam: irreducible tender swelling 3x4 cm. Surgical exploration confirms strangulated hernia with neck lateral and inferior to pubic tubercle. Most likely type?,Femoral,Obturator,Direct inguinal,Indirect inguinal,surgery,Femoral
368,"A 25-year-old presents with 2-day history of colicky abdominal pain, distension, vomiting, and constipation. CT shows distended small bowel with complete ileal obstruction. Laparotomy finds 3 strictures over 60 cm of ileum; proximal one caused obstruction. Most likely diagnosis?",TB enteritis,Crohn's disease,Small bowel lymphoma,Gastrointestinal stromal tumor,surgery,Crohn's disease
369,"A 29-year-old patient presents with 3-year history of frequent bloody diarrhea. Pale appearance, normal abdomen. Barium enema shows '"lead-pipe'" colon. Colonoscopy: diffusely inflamed colon with pseudopolyps, backwash ileitis. Most likely diagnosis?",Crohn's,Amebic,Ischemic,Ulcerative,surgery,Ulcerative
370,A 19-year-old man presents with 3-day history of frequent per-rectal fresh bleeding. NG tube drainage negative. Colonoscopy shows no colorectal pathology. Which diagnostic tool best localizes source of bleeding?,Diagnostic laparoscopy,Gastrografin follow-through,Upper gastrointestinal endoscopy,99mTc-labelled sodium pertechnetate,surgery,99mTc-labelled sodium pertechnetate
371,A 55-year-old man complains of a 2-month history of central abdominal pain. Physical examination was normal. Lab results: 24-hour urinary 5-HIAA = 21 mg (normal = 2–7 mg/24h). CT scan shows a 4x5 cm small bowel mass with calcifications. Which is the most likely small bowel tumor?,Carcinoid,Lymphoma,Schwannoma,Gastrointestinal stroma,surgery,Carcinoid
