id,question_text,option1,option2,option3,option4,question_type,correct_option,source
1341,"A 38-week primigravida with ruptured membranes for 24 hours, no contractions, cephalic presentation. Most appropriate next step?",Observation,Amnioinfusion,Cesarean section,Induction of labor,obstetrics and gynecology,Induction of labor,general
1342,A 27-week pregnant woman at 24 weeks presents with dysuria and lower abdominal pain. Most appropriate initial investigation?,Cystoscopy,MRI pelvis,Urine culture,Ultrasound urinary tract,obstetrics and gynecology,Urine culture,general
1343,A 40-year-old woman presents with heavy menstrual bleeding for 4 months. Hysteroscopy planned. Most common complication of hysteroscopy?,Infection,Adhesion formation,Hemorrhage,Vaginal discharge,obstetrics and gynecology,Hemorrhage,general
1344,A 22-year-old woman in preconception clinic plans to conceive in winter. Which vaccine is recommended pre-pregnancy?,Rubella,Pertussis,Influenza,Varicella,obstetrics and gynecology,Influenza,general
1345,A 26-year-old woman planning pregnancy. Which supplement is most recommended preconception?,Zinc,Iron,Calcium,Folic acid,obstetrics and gynecology,Folic acid,general
264,"A 40-year-old woman had laparoscopic Roux-en-Y gastric bypass 5 days ago and now presents with left shoulder pain, fever, and rigors. BP = 90/60 mmHg, HR = 120/min, Temp = 38.6°C. Which of the following is the most appropriate next step in management?",Endoscopy,Ultrasound abdomen,Diagnostic laparoscopy,CT scan abdomen with contrast,surgery,CT scan abdomen with contrast,general
265,A 26-year-old woman presented 17 days after laparoscopic sleeve gastrectomy complaining of persistent vomiting and changes in mood according to family. Examination revealed soft abdomen. Ultrasound abdomen: Normal. CT scan abdomen: Normal. Which of the following is the most appropriate management?,Endoscopy,Reassurance,Diagnostic laparoscopy,Psychiatry consultation,surgery,Psychiatry consultation,general
266,A 30-year-old woman who is 10 weeks pregnant and known to have gallstones presents to the Surgical Clinic complaining of recurrent attacks of biliary colic for the last 5 weeks. Which of the following is the most appropriate management?,Immediate laparoscopic cholecystectomy,Laparoscopic cholecystectomy after delivery,Laparoscopic cholecystectomy in 2nd trimester,Laparoscopic cholecystectomy in 3rd trimester,surgery,Laparoscopic cholecystectomy in 2nd trimester,general
267,"A 73-year-old man presented with abdominal pain and constipation for 1 week. Workup revealed sigmoid cancer. He underwent laparoscopic surgery with a plan to perform resection with a proximal colostomy. During the operation, his vital signs changed: BP = 86/45 mmHg, HR = 124/min, Temp = 36.8°C. Which of the following is the most appropriate next step in management?",Chest X-ray,Echocardiography,Convert to laparotomy,Terminate the surgery,surgery,Echocardiography,general
268,"A 65-year-old man presented to the Emergency Department with pain over the angle of his mouth for 24 hours. He underwent laparoscopic cholecystectomy 8 days prior. BP = 110/72 mmHg, HR = 104/min, Temp = 38.8°C. Which of the following is the most appropriate management?",CT scan,Plain X-ray,Antibiotics,Paracetamol,surgery,Antibiotics,general
269,"A 25-year-old woman underwent appendectomy. 20 hours after surgery, she complained of severe pain at the wound site with purulent discharge. BP = 100/55 mmHg, HR = 114/min, Temp = 38.8°C. Which of the following is the most appropriate management?",Dressing,Antibiotics,Observation,Wound exploration,surgery,Wound exploration,general
270,"A 35-year-old man has been in the ICU with severe pancreatitis, ventilator dependence, and pneumonia for 2 weeks. Receiving nutrition parenterally. Lab results: Platelets = 184 x10⁹/L, Total bilirubin = 4.6 µmol/L, APTT = 36 sec, INR = 2.1. Which of the following is the most appropriate management?",Factor X,Vitamin K,Vitamin C,Factor VIII,surgery,Vitamin K,general
271,"A 58-year-old man had laparotomy with sigmoidectomy and colostomy for perforated diverticulitis. Now presents with intermittent fever for 1 week. Chest and abdomen exams normal, wound healthy. BP = 116/68 mmHg, HR = 106/min, Temp = 38.2°C. Which is the most appropriate next step?",Exploration,Reassurance,CT scan abdomen,Plain chest X-ray,surgery,CT scan abdomen,general
272,"A 41-year-old man underwent laparoscopic cholecystectomy 5 days ago and now experiences severe abdominal pain and distension. Exam shows distended, tender abdomen. Ultrasound reveals ascites. BP = 100/55 mmHg, HR = 103/min, Temp = 37.9°C. Which is the most appropriate management?",Endoscopic retrograde cholangiopancreatogram,Diagnostic laparoscopy,Exploratory laparotomy,Percutaneous aspiration,surgery,Diagnostic laparoscopy,general
273,"A 36-year-old man was stabbed in the right lower quadrant of his abdomen 1 hour ago. Pain at wound site. Local exam shows penetration of anterior abdominal fascia. Vitals stable. BP = 110/62 mmHg, HR = 87/min, Temp = 37.2°C. Which is the most appropriate next step?",CT scan abdomen,Hospital observation,Diagnostic laparoscopy,Exploratory laparotomy,surgery,CT scan abdomen,general
274,A 40-year-old man had abdominal surgery 12 hours ago. Notes drainage of 20 mL fluid from midline wound. Which is the most appropriate management?,Dressing,Antibiotics,CT scan abdomen,Wound exploration,surgery,Wound exploration,general
275,A 40-year-old man who underwent laparotomy and lysis for adhesive intestinal obstruction now on follow-up with discharge from middle of the wound. Which is the most appropriate management?,Daily dressing,Wound inspection,Abdominal CT scan,Wound exploration,surgery,Wound inspection,general
276,A 63-year-old woman comes to clinic for annual check-up. Examination reveals small asymptomatic right femoral hernia. Which is the most appropriate management?,Observation,Open mesh repair,Open simple repair,Laparoscopic repair,surgery,Laparoscopic repair,general
277,"A 45-year-old woman presents with postprandial right upper quadrant pain, nausea, and vomiting. Labs: WBC = 11 x10⁹/L, Direct bilirubin = 9.5 µmol/L, Total bilirubin = 18.5 µmol/L, Alk Phos = 463 IU/L. US shows cholelithiasis, thickened gallbladder wall, CBD = 12 mm. Which is the most appropriate management?",ERCP,MRCP,Laparoscopic cholecystectomy,Conservative treatment,surgery,ERCP,general
278,"A 73-year-old woman presents with new-onset jaundice, generalized fatigue, weight loss, and loss of appetite. CT shows multiple lesions replacing ~70% of liver parenchyma. Which is the most appropriate management?",Colonoscopy,Upper GI endoscopy,Percutaneous biopsy,Diagnostic laparoscopy,surgery,Colonoscopy,general
279,Which of the following confirms proper position of orotracheal intubation?,Carbon dioxide monitor,Easy insertion,Movement of the chest,Distended abdomen,surgery,Carbon dioxide monitor,general
280,A trauma patient who lost 25% of his blood volume. Which of the following is most expected to be decreased?,Urine output,Pulse pressure,Respiratory rate,Glasgow coma scale,surgery,Pulse pressure,general
281,Which of the following is the first priority when managing long bone fracture?,Pain management,Improve function,Decrease blood loss,Decrease soft tissue trauma,surgery,Decrease blood loss,general
282,"A 36-year-old man fell from a height of 4 meters. GCS = 15, vital signs stable, but complains of severe bilateral heel pain. Which is the most appropriate next step?",Pain control,Examine pulses,Bilateral splint,Bilateral foot X-ray,surgery,Examine pulses,general
283,An 18-year-old man involved in a hit-and-run presented to Emergency Room with multiple facial fractures and signs of severe brain injury. Which is the most appropriate next step?,Secure airway,Consult neurosurgery,Secure cervical spine,Minimize fluid resuscitation,surgery,Secure airway,general
284,Which of the following is a hard sign for vascular injury in a trauma patient?,Weak pulse,Palpable thrill,Skin color change,Extensive fractures,surgery,Palpable thrill,general
1346,"A 34-week pregnant woman at 33 weeks presents with recurrent UTIs, fever, rigors, loin pain. Most appropriate next step?",MRI pelvis,Ureteroscopy,Septic screening,Ultrasound urinary tract,obstetrics and gynecology,Septic screening,general
286,"A 23-year-old woman involved in a motor vehicle accident. After completing primary and secondary survey and preparing for transfer, her pregnancy test was positive. Which of the following most indicates Rh immunoglobulin administration?","Rh positive, and abdominal trauma","Rh negative, and abdominal trauma","Rh positive, and has a wrist fracture","Rh negative, and has a wrist fracture",surgery,"Rh negative, and abdominal trauma",general
287,"A 42-year-old woman involved in a head-on collision arrived at the ER talking coherently. Vitals: BP = 90/60 mmHg, HR = 130/min, RR = 18/min. Exam: equal air entry bilaterally, ecchymosis on anterior chest wall, distended neck veins, soft and lax abdomen. Which is the most likely diagnosis?",Cardiac tamponade,Cardiac contusion,Massive hemothorax,Bilateral tension pneumothorax,surgery,Cardiac tamponade,general
288,"An 18-year-old man presented to a tertiary care hospital after being involved in a motor vehicle accident. Primary survey completed and he was stabilized. While preparing for transfer, his BP dropped to 60/40 mmHg. CT scan shows thoracic aortic injury and splenic laceration with free fluid in the abdomen. Which is the most appropriate transfer plan?",Angiography,Operating room for laparotomy,Operating room for thoracotomy,A center that has a vascular surgeon,surgery,Operating room for laparotomy,general
