"id","question_text","option1","option2","option3","option4","question_type","correct_option"
593,"A 37-year-old woman complains of abdominal fullness and epigastric discomfort. She is recovering from acute pancreatitis 5 weeks ago. CT scan shows a 24x18 cm cyst in the lesser sac. Most appropriate management?","Excision of cyst","Surgical drainage","Image-guided aspiration","Endoscopic internal drainage","surgery","Endoscopic internal drainage"
594,"A 65-year-old smoker with diabetes presents with worsening buttock claudication and muscle atrophy. Femoral pulses weak. Angiogram shows aortoiliac insufficiency. Most appropriate management?","Vasodilator therapy","Aortofemoral bypass","Axillobifemoral bypass","Lumbar sympathectomy","surgery","Axillobifemoral bypass"
595,"A 45-year-old man fell from 50 feet. On exam: pale, feeble pulses, decreased breath sounds on left. X-ray shows left dislocated hip and calcaneal fracture. BP = 100/60 mmHg, HR = 100/min. Most appropriate next step?","Left tube thoracostomy","Emergency thoracotomy","Aortography and stenting","Intubation and ventilation","surgery","Aortography and stenting"
596,"A 25-year-old woman on steroids for IBD presents with right lower quadrant pain and bilious vomiting. Barium study shows single stricture at terminal ileum. Abdomen distended and tender. Most appropriate management?","Stricturoplasty","Right hemicolectomy","Conservative medical management","Segmental resection with ileostomy","surgery","Right hemicolectomy"
597,"A 45-year-old man with achalasia cardia presents to ED with retrosternal pain and dyspnea after dilation. CXR shows subcutaneous emphysema in chest and neck. Contrast leak confirmed on gastrograffin study. Most appropriate management?","Esophagectomy","Parenteral feeding","Esophageal stenting","Surgical drainage and repair","surgery","Surgical drainage and repair"
598,"A 24-year-old woman presents with abdominal pain, sweating, palpitations, and hypertension unresponsive to medication. Labs: catecholamines elevated. US reveals 4 cm right adrenal mass. Most appropriate management for hypertension?","Beta blockers","ACE inhibitors","Alpha blockers","Calcium channel blocker","surgery","Alpha blockers"
599,"A 5-year-old boy presents with painful left testicular swelling. Swelling is firm, irreducible, transillumination negative. Most appropriate management?","Herniotomy","Orchidopexy","Herniorrhaphy","Tension free repair","surgery","Herniotomy"
600,"A 27-year-old woman presents with RUQ pain, fever, and malaise. History of acute pancreatitis. Indirect hemagglutination test positive for Echinococcus granulosus. CT abdomen shows liver cyst. Most appropriate management?","Albendazole therapy","Percutaneous drainage","Open cyst deroofing","Laparoscopic pericystectomy","surgery","Albendazole therapy"
601,"A 55-year-old patient diagnosed with GIST of the stomach (4x3 cm), no infiltration or metastasis. Most appropriate management?","Gastrectomy","Endoscopic ablation","Systemic chemo-radiation","Wedge resection with clear margins","surgery","Wedge resection with clear margins"
602,"A 35-year-old man with GERD presents with family history of esophageal and gastric cancer. Most important risk factor for esophageal carcinoma?","Smoking","Idiopathic","Barrett's esophagus","Long-standing achalasia","surgery","Barrett's esophagus"
603,"A 26-year-old pregnant woman (20 weeks) presents with right upper quadrant pain and nausea. Ultrasound confirms cholelithiasis. Most appropriate management?","Cholecystostomy tube","Open cholecystectomy","Conservative treatment","Laparoscopic cholecystectomy","surgery","Laparoscopic cholecystectomy"
604,"A 20-year-old woman presents with fever, leg swelling, red streaks, and tender inguinal lymphadenopathy. Most likely causative organism?","Bacteroides","Enterococcus","Klebsiella pneumoniae","Streptococcus pyogenes","surgery","Streptococcus pyogenes"
605,"Which feature is most commonly associated with retroperitoneal sarcoma?","Retroperitoneal bleeding","Systemic lymphadenopathy","Invasion into surrounding tissues","Compression of surrounding tissues","surgery","Compression of surrounding tissues"
606,"A 45-year-old man post-kidney transplant, on steroid treatment for 2 years, underwent exploratory laparotomy for intestinal obstruction. Which factor most promotes wound healing?","Vitamin A","Vitamin B1","Vitamin B2","Vitamin C","surgery","Vitamin A"
607,"A 45-year-old woman presents with chills and rigors a few hours post common bile duct exploration. Labs: WBC = 9 x10⁹/L, Neutrophils = 50%. Vitals stable. Most likely diagnosis?","Sepsis","Bacteraemia","Severe sepsis","Systemic inflammatory response syndrome","surgery","Bacteraemia"
608,"A 45-year-old man presents with chills and rigors 12 hours after subtotal colectomy for ulcerative colitis. Labs: HR = 110/min, WBC = 15 x10⁹/L, Neutrophils = 60%. Most likely diagnosis?","Sepsis","Bacteraemia","Severe sepsis","Systemic inflammatory response syndrome","surgery","Systemic inflammatory response syndrome"
609,"A 65-year-old patient develops chills and rigors 12 hours after removal of infected ureteric stent. Urine culture previously positive for E. coli. WBC = 15 x10⁹/L. Most likely diagnosis?","Sepsis","Bacteraemia","Severe sepsis","Systemic inflammatory response syndrome","surgery","Sepsis"
610,"A 65-year-old woman required intubation in ICU two days after surgery for empyema of gallbladder. Temp = 38.7°C, WBC = 19 x10⁹/L. Most likely diagnosis?","Sepsis","Bacteraemia","Severe sepsis","Systemic inflammatory response syndrome","surgery","Severe sepsis"
611,"A 24-month-old baby presents with right-sided inflamed hemiscrotum. Testicle is viable but cord is thick and edematous. Most likely diagnosis?","Testicular torsion","Epididymo-orchi tis","Incarcerated inguinal hernia","Torsion of testicular appendage","surgery","Epididymo-orchi tis"
612,"A 7-month-old infant brought in with red and inflamed left hemiscrotum. Firm, tender, irreducible lump in scrotum extending to groin. Left testicle not palpable. Most likely diagnosis?","Testicular torsion","Epididymo-orchitis","Incarcerated inguinal hernia","Torsion of testicular appendage","surgery","Incarcerated inguinal hernia"
613,"A 12-year-old boy presents with left lower abdominal pain. Exam shows elevated, tender left testicle with scrotal redness and edema. Most likely diagnosis?","Testicular torsion","Epididymo-orchitis","Incarcerated inguinal hernia","Torsion of testicular appendage","surgery","Testicular torsion"
614,"A 12-year-old presents with 2-day history of right scrotal pain. Right testicle vertical orientation, red, edematous, tender at superior pole. Most likely diagnosis?","Testicular torsion","Epididymo-orchitis","Incarcerated inguinal hernia","Torsion of testicular appendage","surgery","Torsion of testicular appendage"
615,"A 24-month-old presents with bilateral scrotal redness and edema. Scrotum and groins show redness and swelling. Testes non-tender. Most likely diagnosis?","Testicular torsion","Epididymo-orchitis","Idiopathic scrotal edema","Torsion of testicular appendage","surgery","Idiopathic scrotal edema"
616,"A 12-year-old male presents with 4-hour history of right lower abdominal pain. Slightly elevated, tender right testicle with horizontal lie. No scrotal redness or edema. Most appropriate management?","Oral analgesics","Oral antibiotics","Doppler ultrasound","Scrotal exploration","surgery","Scrotal exploration"
617,"A 65-year-old with ischemic heart disease complains of chest pain 2 hours after laparoscopic cholecystectomy. Pulse irregular. BP = 80/58 mmHg. Most appropriate next step?","ECG","Chest X-ray","CT angiography","Doppler scan of lower limbs","surgery","ECG"
618,"A 25-year-old man presents to ED after his left thigh was run over by car. Skin and subcutaneous fat stripped. Underlying neurovascular structures exposed. Most appropriate management?","Debridement and primary closure","Primary repair of injured structures","Debridement and secondary skin grafting","Debridement and vacuum-assisted closure","surgery","Debridement and secondary skin grafting"
619,"A 75-year-old ICU patient developed discharging sacral wound. Necrotic skin and subcutaneous fat noted. Most appropriate management?","Primary repair","Debridement and primary closure","Debridement and primary skin grafting","Debridement and vacuum-assisted closure","surgery","Debridement and vacuum-assisted closure"
620,"A 45-year-old sustained knife injury to left wrist. Clean wound with tendon and median nerve division. Most appropriate management?","Debridement and primary closure","Primary repair of injured structures","Debridement and secondary closure","Debridement and secondary skin grafting","surgery","Primary repair of injured structures"
621,"A 72-year-old man, 5 days post subtotal colectomy, has urine output of 7 ml/hr. BP = 110/70 mmHg, HR = 90/min. Most appropriate IV treatment?","Diuretics","Inotropes","Antibiotics","500 ml normal saline fluid challenge","surgery","500 ml normal saline fluid challenge"
622,"A 75-year-old man presents with severe diarrhea for 2 days. On antibiotics for LRTI over the past 2 weeks. Abdomen distended and tender. BP = 100/60 mmHg, HR = 110/min, Temp = 38°C. Most appropriate management?","CT scan of chest","Diagnostic laparoscopy","Exploratory laparotomy","Stool for Clostridium difficile toxins","surgery","Stool for Clostridium difficile toxins"
623,"A 60-year-old woman presents with 12-hour history of epigastric pain radiating to back, nausea, vomiting. Known cholelithiasis. Abdomen is diffusely tender. Most likely diagnosis?","Biliary colic","Acute pancreatitis","Acute cholecystitis","Empyema gallbladder","surgery","Acute pancreatitis"
624,"A 7-day-old infant is presented for circumcision. Urethral opening on dorsal surface. Most likely diagnosis?","Epispadias","Coronal hypospadias","Glandular hypospadias","Mid-penile hypospadias","surgery","Epispadias"
625,"A 3-year-old uncircumcised boy has a history of foreskin ballooning during urination. Exam confirms ring of scarred tissue and inability to retract foreskin. Most likely diagnosis?","Chordee","Phimosis","Hypospadias","Paraphimosis","surgery","Phimosis"
626,"A 3-day-old male infant presents for circumcision. Chordee and hooded foreskin noted. Urethral opening at mid-penile level. Most appropriate management?","Open circumcision","Plastibell circumcision","Circumcision using Gomco clamp","Referral to pediatric surgeon","surgery","Referral to pediatric surgeon"
627,"What color of nipple discharge is most commonly associated with intraductal papilloma?","Red","Black","White","Green","surgery","Red"
628,"A 60-year-old woman presents with a right breast mass. Clinical exam shows hard, irregular, non-tender lump with skin tethering. Most likely diagnosis?","Breast cyst","Duct ectasia","Fibroadenoma","Carcinoma of breast","surgery","Carcinoma of breast"
629,"A 20-year-old woman presents with recent onset of swelling in left breast. US shows smooth-walled oval mass measuring 2x2 cm. Most likely diagnosis?","Breast cyst","Duct ectasia","Fibroadenoma","Carcinoma of breast","surgery","Fibroadenoma"
630,"A 35-year-old woman has difficulty breastfeeding due to unilateral nipple inversion. Nipple everts with pressure and appears slit-like. Most likely diagnosis?","Breast cyst","Duct ectasia","Fibroadenoma","Carcinoma of breast","surgery","Duct ectasia"
631,"A 28-year-old lactating mother presents with right breast pain. Exam reveals 3 cm tender swelling with red, hot overlying skin. Temp = 37.9°C. Most likely diagnosis?","Duct ectasia","Fibroadenosis","Fibroadenoma","Breast abscess","surgery","Breast abscess"
632,"A 36-year-old woman complains of bilateral breast pain with multiple lumps that worsen premenstrually. US shows multiple cysts and two solid nodules. Most likely diagnosis?","Fibroadenomas","Chronic mastitis","Fibrocystic disease","Carcinoma of breast","surgery","Fibrocystic disease"
633,"A 24-year-old lactating mother presents with right breast pain. Exam confirms 5 cm tender swelling, red and inflamed skin. Temp = 38.7°C. Most appropriate management?","Lump excision","Needle aspiration","Incision and drainage","Conservative with antibiotics","surgery","Incision and drainage"
634,"A 25-year-old man underwent surgery for inflammatory bowel disease. Now requires regular parenteral replacement of fat-soluble vitamins. Which segment was most likely removed?","Distal ileum","Mid jejunum","Transverse colon","Descending colon","surgery","Distal ileum"
